"statistic, pvalue, row is better than column",template_21,template_19,template_17,best set: template_5,template_16,template_20,template_7,template_28,template_23,template_30,template_3,template_4,template_18,template_25,template_6,template_32,template_11,template_13,template_45,template_33,template_2,template_9,template_34,template_36,template_38,template_27,template_35,template_22,template_37,template_44,template_31,template_24,template_49,template_29,template_47,template_48,template_39,template_41,template_10,template_12,template_8,template_51,template_15,template_26,template_40,template_46,template_52,template_1,template_0,template_14,template_55,template_50,template_54,template_53,template_43,template_42,group,accuracy
template_3,"14.00, 0.19, False","12.00, 0.16, False","5.00, 0.06, False","12.00, 0.16, False","24.00, 0.42, False","23.00, 0.58, False","13.00, 0.58, False","27.00, 0.89, False","17.00, 0.87, False","28.00, 1.00, False",None,"24.00, 1.00, None","23.00, 1.00, None","18.00, 1.00, True","22.00, 0.88, True","24.00, 0.89, True","21.00, 0.77, True","21.00, 0.77, True","18.00, 0.75, True","16.00, 0.74, True","24.00, 0.68, True","16.00, 0.62, True","25.00, 0.68, True","25.00, 0.59, True","27.00, 0.60, True","20.00, 0.55, True","17.00, 0.52, True","25.00, 0.50, True","16.00, 0.42, True","23.00, 0.41, True","13.00, 0.23, True","25.00, 0.36, True","22.00, 0.33, True","15.00, 0.20, True","23.00, 0.28, True","24.00, 0.29, True","14.00, 0.14, True","19.00, 0.19, True","22.00, 0.18, True","22.00, 0.18, True","23.00, 0.18, True","18.00, 0.06, True","16.00, 0.04, True","19.00, 0.05, True","21.00, 0.06, True","23.00, 0.06, True","23.00, 0.04, True","22.00, 0.03, True","22.00, 0.03, True","20.00, 0.02, True","18.00, 0.01, True","22.00, 0.02, True","23.00, 0.02, True","17.00, 0.01, True","19.00, 0.00, True","19.00, 0.00, True",A,0.43
template_4,"19.00, 0.24, False","19.00, 0.24, False","23.00, 0.28, False","19.00, 0.24, False","11.00, 0.26, False","9.00, 0.40, False","22.00, 0.67, False","19.00, 0.87, False","26.00, 0.89, False","18.00, 1.00, False","24.00, 1.00, True",None,"11.00, 1.00, None","26.00, 1.00, True","7.00, 0.80, True","19.00, 0.87, True","27.00, 0.79, True","26.00, 0.79, True","24.00, 0.78, True","22.00, 0.77, True","13.00, 0.58, True","26.00, 0.69, True","18.00, 0.64, True","16.00, 0.51, True","19.00, 0.54, True","21.00, 0.56, True","22.00, 0.57, True","11.00, 0.34, True","20.00, 0.46, True","8.00, 0.21, True","20.00, 0.31, True","11.00, 0.20, True","25.00, 0.36, True","17.00, 0.22, True","25.00, 0.30, True","12.00, 0.16, True","21.00, 0.21, True","20.00, 0.20, True","8.00, 0.05, True","9.00, 0.06, True","11.00, 0.08, True","22.00, 0.09, True","19.00, 0.05, True","9.00, 0.01, True","16.00, 0.04, True","7.00, 0.01, True","12.00, 0.01, True","22.00, 0.03, True","7.00, 0.00, True","8.00, 0.00, True","21.00, 0.02, True","10.00, 0.00, True","13.00, 0.01, True","22.00, 0.02, True","19.00, 0.00, True","10.00, 0.00, True",A,0.43
template_18,"23.00, 0.28, False","21.00, 0.26, False","22.00, 0.27, False","22.00, 0.27, False","9.00, 0.23, False","8.00, 0.38, False","24.00, 0.68, False","18.00, 0.87, False","29.00, 0.90, False","16.00, 1.00, False","23.00, 1.00, True","11.00, 1.00, True",None,"26.00, 1.00, True","7.00, 0.80, True","15.00, 0.86, True","28.00, 0.79, True","29.00, 0.80, True","26.00, 0.79, True","23.00, 0.78, True","15.00, 0.61, True","27.00, 0.69, True","14.00, 0.60, True","15.00, 0.50, True","19.00, 0.54, True","23.00, 0.58, True","22.00, 0.57, True","12.00, 0.36, True","25.00, 0.50, True","12.00, 0.28, True","21.00, 0.32, True","15.00, 0.26, True","28.00, 0.38, True","19.00, 0.24, True","27.00, 0.31, True","14.00, 0.19, True","23.00, 0.23, True","24.00, 0.24, True","15.00, 0.12, True","17.00, 0.14, True","16.00, 0.13, True","21.00, 0.08, True","21.00, 0.06, True","11.00, 0.02, True","13.00, 0.03, True","13.00, 0.02, True","17.00, 0.02, True","24.00, 0.04, True","13.00, 0.01, True","8.00, 0.00, True","22.00, 0.02, True","13.00, 0.01, True","16.00, 0.01, True","21.00, 0.02, True","21.00, 0.00, True","11.00, 0.00, True",A,0.43
template_25,"14.00, 0.14, False","13.00, 0.13, False","13.00, 0.13, False","14.00, 0.14, False","24.00, 0.35, False","24.00, 0.50, False","17.00, 0.52, False","30.00, 0.80, False","11.00, 0.69, False","30.00, 0.90, False","18.00, 1.00, False","26.00, 1.00, False","26.00, 1.00, False",None,"24.00, 1.00, True","30.00, 1.00, True","10.00, 0.83, True","16.00, 0.86, True","16.00, 0.86, True","22.00, 0.88, True","27.00, 0.79, True","13.00, 0.71, True","28.00, 0.79, True","28.00, 0.70, True","30.00, 0.71, True","14.00, 0.60, True","23.00, 0.67, True","26.00, 0.60, True","17.00, 0.52, True","25.00, 0.50, True","18.00, 0.36, True","25.00, 0.43, True","19.00, 0.37, True","20.00, 0.31, True","18.00, 0.29, True","27.00, 0.37, True","14.00, 0.19, True","19.00, 0.24, True","23.00, 0.23, True","24.00, 0.24, True","25.00, 0.25, True","14.00, 0.06, True","11.00, 0.03, True","19.00, 0.07, True","23.00, 0.09, True","24.00, 0.08, True","24.00, 0.06, True","13.00, 0.01, True","22.00, 0.04, True","20.00, 0.03, True","11.00, 0.01, True","23.00, 0.03, True","23.00, 0.03, True","7.00, 0.00, True","11.00, 0.00, True","21.00, 0.00, True",A,0.424
template_6,"18.00, 0.14, False","19.00, 0.15, False","21.00, 0.17, False","18.00, 0.14, False","6.00, 0.08, False","1.00, 0.04, False","22.00, 0.48, False","16.00, 0.62, False","25.00, 0.68, False","13.00, 0.71, False","22.00, 0.88, False","7.00, 0.80, False","7.00, 0.80, False","24.00, 1.00, False",None,"16.00, 1.00, None","26.00, 1.00, True","27.00, 1.00, True","25.00, 1.00, True","24.00, 1.00, True","10.00, 0.83, True","26.00, 0.89, True","14.00, 0.86, True","14.00, 0.72, True","20.00, 0.76, True","22.00, 0.77, True","24.00, 0.78, True","10.00, 0.54, True","21.00, 0.66, True","8.00, 0.38, True","22.00, 0.48, True","15.00, 0.41, True","26.00, 0.51, True","21.00, 0.39, True","27.00, 0.44, True","12.00, 0.28, True","22.00, 0.33, True","25.00, 0.36, True","12.00, 0.16, True","14.00, 0.19, True","13.00, 0.18, True","22.00, 0.14, True","19.00, 0.09, True","10.00, 0.04, True","14.00, 0.06, True","12.00, 0.03, True","15.00, 0.04, True","22.00, 0.05, True","13.00, 0.02, True","8.00, 0.01, True","21.00, 0.04, True","12.00, 0.01, True","14.00, 0.02, True","20.00, 0.03, True","19.00, 0.01, True","11.00, 0.00, True",A,0.418
template_32,"23.00, 0.18, False","23.00, 0.18, False","24.00, 0.19, False","23.00, 0.18, False","12.00, 0.16, False","13.00, 0.30, False","23.00, 0.49, False","9.00, 0.52, False","25.00, 0.68, False","10.00, 0.68, False","24.00, 0.89, False","19.00, 0.87, False","15.00, 0.86, False","30.00, 1.00, False","16.00, 1.00, True",None,"33.00, 1.00, True","31.00, 1.00, True","29.00, 1.00, True","26.00, 1.00, True","17.00, 0.87, True","27.00, 0.89, True","6.00, 0.79, True","14.00, 0.72, True","18.00, 0.75, True","27.00, 0.79, True","23.00, 0.78, True","15.00, 0.61, True","26.00, 0.69, True","16.00, 0.51, True","25.00, 0.50, True","19.00, 0.45, True","29.00, 0.53, True","21.00, 0.39, True","27.00, 0.44, True","17.00, 0.35, True","22.00, 0.33, True","26.00, 0.37, True","19.00, 0.24, True","22.00, 0.27, True","18.00, 0.23, True","22.00, 0.14, True","23.00, 0.12, True","16.00, 0.07, True","7.00, 0.02, True","16.00, 0.05, True","20.00, 0.06, True","27.00, 0.07, True","17.00, 0.03, True","16.00, 0.03, True","23.00, 0.04, True","11.00, 0.01, True","20.00, 0.03, True","24.00, 0.05, True","22.00, 0.01, True","13.00, 0.00, True",A,0.418
template_11,"16.00, 0.10, False","14.00, 0.08, False","18.00, 0.11, False","11.00, 0.06, False","28.00, 0.27, False","25.00, 0.36, False","17.00, 0.35, False","31.00, 0.63, False","12.00, 0.46, False","30.00, 0.71, False","21.00, 0.77, False","27.00, 0.79, False","28.00, 0.79, False","10.00, 0.83, False","26.00, 1.00, False","33.00, 1.00, False",None,"14.00, 1.00, None","18.00, 1.00, None","23.00, 1.00, None","31.00, 1.00, True","12.00, 1.00, True","31.00, 1.00, True","30.00, 0.90, True","32.00, 0.90, True","18.00, 0.87, True","25.00, 0.89, True","28.00, 0.79, True","21.00, 0.77, True","27.00, 0.69, True","22.00, 0.57, True","28.00, 0.61, True","18.00, 0.53, True","24.00, 0.50, True","17.00, 0.43, True","29.00, 0.53, True","17.00, 0.35, True","22.00, 0.40, True","25.00, 0.36, True","27.00, 0.37, True","27.00, 0.37, True","15.00, 0.12, True","12.00, 0.07, True","22.00, 0.14, True","26.00, 0.17, True","28.00, 0.15, True","25.00, 0.10, True","10.00, 0.02, True","25.00, 0.08, True","22.00, 0.07, True","12.00, 0.02, True","26.00, 0.07, True","26.00, 0.07, True","7.00, 0.01, True","11.00, 0.00, True","22.00, 0.00, True",A,0.412
template_13,"12.00, 0.07, False","11.00, 0.06, False","16.00, 0.10, False","11.00, 0.06, False","29.00, 0.27, False","26.00, 0.37, False","14.00, 0.31, False","31.00, 0.63, False","14.00, 0.49, False","32.00, 0.72, False","21.00, 0.77, False","26.00, 0.79, False","29.00, 0.80, False","16.00, 0.86, False","27.00, 1.00, False","31.00, 1.00, False","14.00, 1.00, True",None,"16.00, 1.00, None","22.00, 1.00, None","34.00, 1.00, True","14.00, 1.00, True","31.00, 1.00, True","29.00, 0.90, True","32.00, 0.90, True","9.00, 0.82, True","21.00, 0.88, True","30.00, 0.80, True","18.00, 0.75, True","29.00, 0.70, True","20.00, 0.55, True","28.00, 0.61, True","12.00, 0.46, True","18.00, 0.44, True","14.00, 0.39, True","28.00, 0.53, True","13.00, 0.30, True","12.00, 0.28, True","25.00, 0.36, True","24.00, 0.35, True","27.00, 0.37, True","15.00, 0.12, True","11.00, 0.06, True","21.00, 0.13, True","25.00, 0.16, True","25.00, 0.13, True","25.00, 0.10, True","9.00, 0.01, True","21.00, 0.06, True","22.00, 0.07, True","5.00, 0.00, True","23.00, 0.06, True","23.00, 0.06, True","9.00, 0.01, True","8.00, 0.00, True","19.00, 0.00, True",A,0.412
template_45,"15.00, 0.09, False","14.00, 0.08, False","12.00, 0.07, False","11.00, 0.06, False","27.00, 0.26, False","23.00, 0.34, False","15.00, 0.32, False","25.00, 0.59, False","13.00, 0.47, False","27.00, 0.69, False","18.00, 0.75, False","24.00, 0.78, False","26.00, 0.79, False","16.00, 0.86, False","25.00, 1.00, False","29.00, 1.00, False","18.00, 1.00, True","16.00, 1.00, True",None,"18.00, 1.00, None","32.00, 1.00, True","14.00, 1.00, True","27.00, 1.00, True","28.00, 0.90, True","33.00, 0.90, True","19.00, 0.87, True","17.00, 0.87, True","30.00, 0.80, True","16.00, 0.74, True","27.00, 0.69, True","13.00, 0.47, True","28.00, 0.61, True","11.00, 0.44, True","17.00, 0.43, True","9.00, 0.31, True","26.00, 0.51, True","17.00, 0.35, True","17.00, 0.35, True","28.00, 0.38, True","25.00, 0.36, True","29.00, 0.39, True","8.00, 0.05, True","17.00, 0.10, True","21.00, 0.13, True","22.00, 0.14, True","23.00, 0.12, True","27.00, 0.11, True","15.00, 0.04, True","22.00, 0.07, True","21.00, 0.06, True","8.00, 0.01, True","24.00, 0.06, True","24.00, 0.06, True","5.00, 0.00, True","8.00, 0.00, True","20.00, 0.00, True",A,0.412
template_33,"10.00, 0.05, False","12.00, 0.07, False","11.00, 0.06, False","10.00, 0.05, False","27.00, 0.26, False","21.00, 0.32, False","11.00, 0.26, False","24.00, 0.58, False","15.00, 0.50, False","26.00, 0.69, False","16.00, 0.74, False","22.00, 0.77, False","23.00, 0.78, False","22.00, 0.88, False","24.00, 1.00, False","26.00, 1.00, False","23.00, 1.00, True","22.00, 1.00, True","18.00, 1.00, True",None,"30.00, 1.00, True","19.00, 1.00, True","25.00, 1.00, True","24.00, 0.89, True","31.00, 0.90, True","18.00, 0.87, True","5.00, 0.77, True","26.00, 0.79, True","12.00, 0.70, True","26.00, 0.69, True","10.00, 0.42, True","26.00, 0.60, True","20.00, 0.55, True","6.00, 0.24, True","21.00, 0.47, True","25.00, 0.50, True","12.00, 0.28, True","12.00, 0.28, True","24.00, 0.35, True","25.00, 0.36, True","24.00, 0.35, True","20.00, 0.16, True","14.00, 0.08, True","22.00, 0.14, True","21.00, 0.13, True","21.00, 0.10, True","26.00, 0.11, True","20.00, 0.06, True","20.00, 0.06, True","18.00, 0.05, True","20.00, 0.04, True","22.00, 0.05, True","24.00, 0.06, True","18.00, 0.04, True","18.00, 0.01, True","20.00, 0.00, True",B,0.412
template_2,"24.00, 0.12, False","23.00, 0.12, False","25.00, 0.13, False","22.00, 0.11, False","3.00, 0.01, False","10.00, 0.14, False","24.00, 0.35, False","15.00, 0.41, False","31.00, 0.54, False","10.00, 0.42, False","24.00, 0.68, False","13.00, 0.58, False","15.00, 0.61, False","27.00, 0.79, False","10.00, 0.83, False","17.00, 0.87, False","31.00, 1.00, False","34.00, 1.00, False","32.00, 1.00, False","30.00, 1.00, False",None,"33.00, 1.00, None","21.00, 1.00, None","18.00, 1.00, True","21.00, 1.00, True","29.00, 1.00, True","29.00, 1.00, True","12.00, 0.85, True","28.00, 0.90, True","7.00, 0.63, True","26.00, 0.69, True","17.00, 0.63, True","32.00, 0.72, True","27.00, 0.60, True","33.00, 0.64, True","16.00, 0.51, True","27.00, 0.52, True","31.00, 0.54, True","14.00, 0.31, True","20.00, 0.38, True","11.00, 0.26, True","28.00, 0.27, True","27.00, 0.21, True","16.00, 0.13, True","17.00, 0.14, True","16.00, 0.10, True","16.00, 0.07, True","29.00, 0.12, True","17.00, 0.06, True","17.00, 0.06, True","28.00, 0.10, True","14.00, 0.03, True","18.00, 0.05, True","25.00, 0.08, True","25.00, 0.02, True","16.00, 0.00, True",A,0.406
