"statistic, pvalue, row is better than column",template_51,template_50,best set: template_54,template_55,template_52,template_12,template_38,template_42,template_47,template_39,template_53,template_49,template_11,template_14,template_20,template_34,template_43,template_48,template_19,template_46,template_40,template_32,template_33,template_18,template_29,template_28,template_6,template_36,template_8,template_35,template_4,template_41,template_15,template_13,template_5,template_37,template_9,template_0,template_7,template_10,template_1,template_16,template_30,template_44,template_25,template_31,template_45,template_23,template_21,template_3,template_22,template_17,template_27,template_24,template_26,template_2,group,accuracy
template_53,"7.00, 0.04, False","20.00, 0.16, False","16.00, 0.13, False","9.00, 0.23, False","12.00, 0.46, False","19.00, 0.64, False","22.00, 0.88, False","24.00, 1.00, False","17.00, 1.00, False","17.00, 1.00, False",None,"11.00, 1.00, True","15.00, 0.86, True","22.00, 0.88, True","21.00, 0.77, True","26.00, 0.79, True","18.00, 0.75, True","20.00, 0.65, True","18.00, 0.64, True","18.00, 0.53, True","22.00, 0.57, True","25.00, 0.59, True","17.00, 0.52, True","22.00, 0.48, True","17.00, 0.35, True","20.00, 0.31, True","21.00, 0.32, True","22.00, 0.33, True","20.00, 0.25, True","13.00, 0.13, True","21.00, 0.21, True","14.00, 0.14, True","16.00, 0.13, True","16.00, 0.13, True","14.00, 0.04, True","14.00, 0.04, True","13.00, 0.02, True","18.00, 0.04, True","13.00, 0.01, True","16.00, 0.02, True","14.00, 0.02, True","15.00, 0.01, True","14.00, 0.01, True","14.00, 0.01, True","29.00, 0.02, True","12.00, 0.00, True","12.00, 0.00, True","32.00, 0.02, True","28.00, 0.01, True","11.00, 0.00, True","29.00, 0.01, True","9.00, 0.00, True","27.00, 0.00, True","26.00, 0.00, True","29.00, 0.00, True","10.00, 0.00, True",A,0.458
template_49,"6.00, 0.02, False","20.00, 0.13, False","15.00, 0.09, False","10.00, 0.18, False","17.00, 0.43, False","21.00, 0.56, False","21.00, 0.77, False","19.00, 0.87, False","10.00, 0.83, False","18.00, 0.87, False","11.00, 1.00, False",None,"16.00, 1.00, True","17.00, 1.00, True","18.00, 0.87, True","23.00, 0.89, True","14.00, 0.86, True","18.00, 0.75, True","15.00, 0.73, True","18.00, 0.64, True","21.00, 0.66, True","21.00, 0.66, True","12.00, 0.57, True","21.00, 0.56, True","12.00, 0.36, True","18.00, 0.36, True","20.00, 0.38, True","22.00, 0.40, True","20.00, 0.31, True","8.00, 0.11, True","22.00, 0.27, True","12.00, 0.16, True","13.00, 0.13, True","11.00, 0.11, True","12.00, 0.05, True","12.00, 0.05, True","10.00, 0.02, True","16.00, 0.04, True","10.00, 0.01, True","15.00, 0.03, True","10.00, 0.01, True","12.00, 0.01, True","13.00, 0.01, True","12.00, 0.01, True","29.00, 0.03, True","8.00, 0.00, True","9.00, 0.00, True","36.00, 0.03, True","26.00, 0.01, True","7.00, 0.00, True","32.00, 0.01, True","6.00, 0.00, True","28.00, 0.01, True","28.00, 0.01, True","28.00, 0.01, True","7.00, 0.00, True",A,0.451
template_11,"14.00, 0.06, False","20.00, 0.10, False","18.00, 0.09, False","9.00, 0.12, False","18.00, 0.36, False","12.00, 0.36, False","21.00, 0.66, False","15.00, 0.73, False","16.00, 0.74, False","13.00, 0.71, False","15.00, 0.86, False","16.00, 1.00, False",None,"13.00, 1.00, None","14.00, 1.00, True","17.00, 1.00, True","15.00, 1.00, True","24.00, 0.89, True","11.00, 0.84, True","22.00, 0.77, True","17.00, 0.74, True","17.00, 0.74, True","11.00, 0.69, True","16.00, 0.62, True","8.00, 0.38, True","14.00, 0.39, True","10.00, 0.33, True","19.00, 0.45, True","10.00, 0.25, True","8.00, 0.15, True","11.00, 0.20, True","7.00, 0.13, True","7.00, 0.09, True","5.00, 0.06, True","4.00, 0.01, True","7.00, 0.03, True","4.00, 0.00, True","13.00, 0.04, True","5.00, 0.00, True","13.00, 0.03, True","4.00, 0.00, True","10.00, 0.01, True","9.00, 0.01, True","9.00, 0.00, True","28.00, 0.04, True","6.00, 0.00, True","9.00, 0.00, True","30.00, 0.03, True","27.00, 0.02, True","4.00, 0.00, True","28.00, 0.01, True","4.00, 0.00, True","28.00, 0.01, True","28.00, 0.01, True","27.00, 0.01, True","3.00, 0.00, True",A,0.444
template_14,"16.00, 0.07, False","18.00, 0.09, False","13.00, 0.05, False","12.00, 0.16, False","19.00, 0.37, False","8.00, 0.29, False","18.00, 0.64, False","11.00, 0.69, False","21.00, 0.77, False","17.00, 0.74, False","22.00, 0.88, False","17.00, 1.00, False","13.00, 1.00, True",None,"9.00, 1.00, True","14.00, 1.00, True","14.00, 1.00, True","23.00, 0.89, True","13.00, 0.85, True","21.00, 0.77, True","12.00, 0.70, True","14.00, 0.72, True","11.00, 0.69, True","11.00, 0.56, True","9.00, 0.40, True","10.00, 0.33, True","8.00, 0.29, True","15.00, 0.41, True","11.00, 0.26, True","10.00, 0.18, True","10.00, 0.18, True","8.00, 0.15, True","6.00, 0.08, True","5.00, 0.06, True","6.00, 0.02, True","9.00, 0.04, True","7.00, 0.01, True","12.00, 0.03, True","4.00, 0.00, True","13.00, 0.03, True","4.00, 0.00, True","11.00, 0.01, True","8.00, 0.00, True","8.00, 0.00, True","29.00, 0.04, True","6.00, 0.00, True","8.00, 0.00, True","31.00, 0.03, True","30.00, 0.02, True","3.00, 0.00, True","30.00, 0.02, True","6.00, 0.00, True","27.00, 0.01, True","25.00, 0.01, True","25.00, 0.01, True","3.00, 0.00, True",B,0.444
template_20,"17.00, 0.06, False","14.00, 0.04, False","14.00, 0.04, False","15.00, 0.15, False","17.00, 0.28, False","6.00, 0.17, False","15.00, 0.50, False","14.00, 0.60, False","20.00, 0.65, False","19.00, 0.64, False","21.00, 0.77, False","18.00, 0.87, False","14.00, 1.00, False","9.00, 1.00, False",None,"14.00, 1.00, None","17.00, 1.00, None","21.00, 1.00, True","15.00, 1.00, True","18.00, 0.87, True","11.00, 0.84, True","13.00, 0.85, True","14.00, 0.86, True","4.00, 0.55, True","11.00, 0.56, True","8.00, 0.38, True","7.00, 0.36, True","18.00, 0.53, True","9.00, 0.31, True","11.00, 0.26, True","8.00, 0.21, True","12.00, 0.28, True","9.00, 0.17, True","9.00, 0.17, True","7.00, 0.04, True","12.00, 0.09, True","9.00, 0.03, True","15.00, 0.07, True","6.00, 0.01, True","10.00, 0.02, True","7.00, 0.01, True","13.00, 0.03, True","11.00, 0.01, True","13.00, 0.01, True","28.00, 0.05, True","10.00, 0.00, True","13.00, 0.01, True","28.00, 0.03, True","28.00, 0.02, True","7.00, 0.00, True","26.00, 0.01, True","9.00, 0.00, True","25.00, 0.01, True","24.00, 0.01, True","24.00, 0.01, True","7.00, 0.00, True",B,0.438
template_34,"24.00, 0.10, False","17.00, 0.06, False","13.00, 0.04, False","22.00, 0.22, False","20.00, 0.31, False","13.00, 0.30, False","16.00, 0.51, False","14.00, 0.60, False","24.00, 0.68, False","20.00, 0.65, False","26.00, 0.79, False","23.00, 0.89, False","17.00, 1.00, False","14.00, 1.00, False","14.00, 1.00, True",None,"22.00, 1.00, None","22.00, 1.00, True","18.00, 1.00, True","21.00, 0.88, True","12.00, 0.85, True","7.00, 0.80, True","14.00, 0.86, True","12.00, 0.70, True","12.00, 0.57, True","9.00, 0.40, True","11.00, 0.44, True","14.00, 0.49, True","11.00, 0.34, True","10.00, 0.25, True","10.00, 0.25, True","16.00, 0.34, True","12.00, 0.22, True","12.00, 0.22, True","12.00, 0.09, True","14.00, 0.11, True","12.00, 0.05, True","12.00, 0.05, True","8.00, 0.02, True","14.00, 0.04, True","11.00, 0.03, True","13.00, 0.03, True","13.00, 0.02, True","13.00, 0.01, True","28.00, 0.05, True","10.00, 0.00, True","14.00, 0.01, True","25.00, 0.02, True","25.00, 0.02, True","9.00, 0.00, True","24.00, 0.01, True","10.00, 0.00, True","24.00, 0.01, True","22.00, 0.00, True","23.00, 0.01, True","9.00, 0.00, True",B,0.438
template_43,"11.00, 0.03, False","19.00, 0.07, False","14.00, 0.04, False","11.00, 0.11, False","18.00, 0.29, False","14.00, 0.31, False","19.00, 0.54, False","12.00, 0.57, False","14.00, 0.60, False","15.00, 0.61, False","18.00, 0.75, False","14.00, 0.86, False","15.00, 1.00, False","14.00, 1.00, False","17.00, 1.00, True","22.00, 1.00, True",None,"22.00, 1.00, True","17.00, 1.00, True","18.00, 0.87, True","17.00, 0.87, True","21.00, 0.88, True","15.00, 0.86, True","20.00, 0.76, True","14.00, 0.60, True","15.00, 0.50, True","17.00, 0.52, True","18.00, 0.53, True","16.00, 0.42, True","13.00, 0.30, True","18.00, 0.36, True","11.00, 0.26, True","12.00, 0.22, True","12.00, 0.22, True","12.00, 0.09, True","12.00, 0.09, True","11.00, 0.04, True","15.00, 0.07, True","11.00, 0.03, True","15.00, 0.05, True","9.00, 0.02, True","13.00, 0.03, True","11.00, 0.01, True","12.00, 0.01, True","24.00, 0.04, True","7.00, 0.00, True","9.00, 0.00, True","31.00, 0.04, True","26.00, 0.02, True","7.00, 0.00, True","28.00, 0.02, True","7.00, 0.00, True","24.00, 0.01, True","24.00, 0.01, True","23.00, 0.01, True","7.00, 0.00, True",B,0.438
template_48,"16.00, 0.04, False","13.00, 0.03, False","14.00, 0.03, False","20.00, 0.16, False","16.00, 0.21, False","18.00, 0.29, False","18.00, 0.44, False","16.00, 0.51, False","17.00, 0.52, False","22.00, 0.57, False","20.00, 0.65, False","18.00, 0.75, False","24.00, 0.89, False","23.00, 0.89, False","21.00, 1.00, False","22.00, 1.00, False","22.00, 1.00, False",None,"26.00, 1.00, None","9.00, 1.00, True","23.00, 1.00, True","18.00, 1.00, True","24.00, 1.00, True","19.00, 0.87, True","21.00, 0.77, True","19.00, 0.64, True","21.00, 0.66, True","20.00, 0.65, True","21.00, 0.56, True","20.00, 0.46, True","18.00, 0.44, True","22.00, 0.48, True","23.00, 0.41, True","20.00, 0.38, True","20.00, 0.20, True","19.00, 0.19, True","20.00, 0.13, True","17.00, 0.10, True","17.00, 0.08, True","18.00, 0.09, True","17.00, 0.08, True","19.00, 0.07, True","17.00, 0.04, True","17.00, 0.03, True","29.00, 0.06, True","15.00, 0.01, True","17.00, 0.02, True","28.00, 0.04, True","27.00, 0.03, True","13.00, 0.00, True","25.00, 0.02, True","14.00, 0.00, True","27.00, 0.02, True","25.00, 0.01, True","24.00, 0.01, True","11.00, 0.00, True",B,0.431
template_19,"13.00, 0.03, False","20.00, 0.06, False","18.00, 0.05, False","8.00, 0.05, False","25.00, 0.30, False","17.00, 0.28, False","21.00, 0.47, False","14.00, 0.49, False","15.00, 0.50, False","15.00, 0.50, False","18.00, 0.64, False","15.00, 0.73, False","11.00, 0.84, False","13.00, 0.85, False","15.00, 1.00, False","18.00, 1.00, False","17.00, 1.00, False","26.00, 1.00, True",None,"27.00, 1.00, True","19.00, 1.00, True","18.00, 1.00, True","9.00, 1.00, True","17.00, 0.87, True","8.00, 0.65, True","14.00, 0.60, True","12.00, 0.57, True","17.00, 0.63, True","15.00, 0.50, True","7.00, 0.26, True","13.00, 0.38, True","10.00, 0.33, True","6.00, 0.17, True","9.00, 0.23, True","3.00, 0.02, True","6.00, 0.05, True","3.00, 0.01, True","15.00, 0.09, True","2.00, 0.00, True","16.00, 0.07, True","7.00, 0.02, True","11.00, 0.03, True","10.00, 0.02, True","9.00, 0.01, True","31.00, 0.07, True","6.00, 0.00, True","8.00, 0.00, True","32.00, 0.05, True","28.00, 0.03, True","3.00, 0.00, True","30.00, 0.03, True","4.00, 0.00, True","28.00, 0.02, True","28.00, 0.01, True","27.00, 0.01, True","3.00, 0.00, True",B,0.431
template_46,"16.00, 0.03, False","10.00, 0.01, False","11.00, 0.01, False","18.00, 0.11, False","11.00, 0.11, False","14.00, 0.19, False","13.00, 0.30, False","15.00, 0.41, False","19.00, 0.45, False","21.00, 0.47, False","18.00, 0.53, False","18.00, 0.64, False","22.00, 0.77, False","21.00, 0.77, False","18.00, 0.87, False","21.00, 0.88, False","18.00, 0.87, False","9.00, 1.00, False","27.00, 1.00, False",None,"18.00, 1.00, None","18.00, 1.00, None","25.00, 1.00, None","18.00, 1.00, True","24.00, 0.89, True","20.00, 0.76, True","22.00, 0.77, True","20.00, 0.76, True","20.00, 0.65, True","21.00, 0.56, True","19.00, 0.54, True","21.00, 0.56, True","25.00, 0.50, True","20.00, 0.46, True","22.00, 0.27, True","21.00, 0.26, True","21.00, 0.17, True","21.00, 0.17, True","20.00, 0.13, True","19.00, 0.12, True","20.00, 0.13, True","21.00, 0.10, True","20.00, 0.08, True","22.00, 0.07, True","26.00, 0.07, True","17.00, 0.02, True","20.00, 0.03, True","27.00, 0.04, True","24.00, 0.03, True","15.00, 0.01, True","24.00, 0.02, True","16.00, 0.01, True","25.00, 0.02, True","24.00, 0.01, True","24.00, 0.01, True","14.00, 0.00, True",B,0.424
template_40,"16.00, 0.03, False","13.00, 0.02, False","8.00, 0.01, False","15.00, 0.09, False","14.00, 0.14, False","8.00, 0.11, False","10.00, 0.25, False","15.00, 0.41, False","19.00, 0.45, False","17.00, 0.43, False","22.00, 0.57, False","21.00, 0.66, False","17.00, 0.74, False","12.00, 0.70, False","11.00, 0.84, False","12.00, 0.85, False","17.00, 0.87, False","23.00, 1.00, False","19.00, 1.00, False","18.00, 1.00, True",None,"12.00, 1.00, None","17.00, 1.00, None","13.00, 1.00, True","18.00, 0.87, True","12.00, 0.70, True","13.00, 0.71, True","13.00, 0.71, True","13.00, 0.58, True","16.00, 0.51, True","14.00, 0.49, True","16.00, 0.51, True","16.00, 0.42, True","14.00, 0.39, True","15.00, 0.20, True","15.00, 0.20, True","12.00, 0.09, True","21.00, 0.17, True","13.00, 0.07, True","17.00, 0.10, True","14.00, 0.08, True","18.00, 0.09, True","17.00, 0.06, True","18.00, 0.05, True","28.00, 0.08, True","15.00, 0.02, True","17.00, 0.02, True","28.00, 0.05, True","27.00, 0.03, True","13.00, 0.00, True","27.00, 0.03, True","14.00, 0.01, True","25.00, 0.02, True","24.00, 0.01, True","25.00, 0.01, True","12.00, 0.00, True",B,0.424
