method,sample_size,gap,gap_std,auc
Random Baseline,200000,0.07752948283725615,0.08545835947689376,0.08162351755823247
Random Baseline,500000,0.07251333893811891,0.04788445598662775,0.08162351755823247
Random Baseline,1000000,0.07564223123168214,0.05577720827199676,0.08162351755823247
Random Baseline,2000000,0.058338795998026646,0.0328525143381907,0.08162351755823247
Random Baseline,5000000,0.1364624420842541,0.08339328733387207,0.08162351755823247
Random Baseline,10000000,0.07211215988223682,0.0643405738553666,0.08162351755823247
Random Baseline,20000000,0.08573724946055708,0.07532345109451895,0.08162351755823247
Random Baseline,40632935,0.08266036939483663,0.05805381453327082,0.08162351755823247
Regression Predictor,100,0.03588126252405917,0.03282472068370511,0.012176148690476837
Regression Predictor,200,0.03545257202902019,0.023789587668381657,0.012176148690476837
Regression Predictor,500,0.024274649163316488,0.018500039084647382,0.012176148690476837
Regression Predictor,1000,0.031618065572399066,0.018025791353816715,0.012176148690476837
Regression Predictor,2000,0.01752504060638873,0.00681700655766461,0.012176148690476837
Regression Predictor,5000,0.017025052753599047,0.014263698217601916,0.012176148690476837
Regression Predictor,10000,0.014555380288663999,0.008206919429055153,0.012176148690476837
Regression Predictor,20000,0.011410395235517045,0.0054432254474597935,0.012176148690476837
Regression Predictor,50000,0.006648717717342522,0.004312736537870702,0.012176148690476837
Regression Predictor,100000,0.005224688684353007,0.0038356741210738648,0.012176148690476837
Regression Predictor,200000,0.0037087168381158553,0.002704519621875487,0.012176148690476837
Regression Predictor,500000,0.0035598267460747015,0.0026675852942454966,0.012176148690476837
Regression Predictor,1000000,0.003613968597726025,0.0023256194215065403,0.012176148690476837
Regression Predictor,2000000,0.004037241033045025,0.0025214089013185677,0.012176148690476837
Regression Predictor,5000000,0.0031808337845154132,0.0017016504907773015,0.012176148690476837
Regression Predictor,10000000,0.0018949648077964064,0.001240545667286354,0.012176148690476837
Regression Predictor,20000000,0.0028424472116946207,0.0019332507927836608,0.012176148690476837
Regression Predictor,40632935,0.0037357877639415116,0.0023249497080220748,0.012176148690476837
