method,sample_size,gap,gap_std,auc
Regression Predictor,20000,0.01682689964988232,0.0068402076571336574,0.019135934425301735
Regression Predictor,50000,0.015907992854607166,0.009963714124666583,0.019135934425301735
Regression Predictor,100000,0.011400804041062241,0.005961254622929123,0.019135934425301735
Regression Predictor,200000,0.01029073315701784,0.00440534051112266,0.019135934425301735
Regression Predictor,500000,0.009073667488969173,0.0018357967392995812,0.019135934425301735
Regression Predictor,1000000,0.008458447480944565,0.0021276986217453535,0.019135934425301735
Regression Predictor,2000000,0.009006795748966501,0.002996450961741364,0.019135934425301735
Regression Predictor,5000000,0.008097340084930127,0.0021333657222512067,0.019135934425301735
Regression Predictor,10000000,0.00764261225291194,0.0013104131297489217,0.019135934425301735
Regression Predictor,20000000,0.007375125292901241,0.0013374348000534943,0.019135934425301735
Regression Predictor,20439410,0.00764261225291194,0.0013104131297489217,0.019135934425301735
